id	title	current_author	primary_author	attribution_status	conflation	source	note
SA_T01_n908u	Vajrayoginīpraṇāmaikaviṃśikā	anonymous/traditional	anonymous	anonymous	False	gretil-header; secondary:cleaned_English_Vajrayogini_Her Visualization, Rituals, and Forms.txt	Anonymous 21-verse Vajrayoginī praise-stotra (GSS42); contrast neighbouring GSS43 which is by Vibhūticandra. No author named in edition or study.
SA_T01_n810u	Maṅgalāṣṭaka	anonymous/traditional	anonymous	anonymous	False	gretil-header | secondary:cleaned_skt-en-mono.txt | web:dsbcproject.org	Generic 8-verse benediction; no single named author. Title is reused across many distinct anonymous hymns (Buddhist liturgical here).
SA_MB_mahaavaakyopanisatCSX	Mahāvākya Upaniṣad	anonymous/traditional	anonymous (commentary by Upaniṣad-brahmayogin)	anonymous	True	web:sanskritdocuments.org/itrans/upanishhat | edition-note	Root Upaniṣad anonymous (Atharvaveda, Muktikā 108). Commentary distinctly by Upaniṣad-brahmayogin per Adyar ed.; root and commentary are different authors -> conflation.
SA_GP12_lip_1_pu	Liṅga-Purāṇa 1	anonymous/traditional (ascribed to Vyāsa)	anonymous (traditionally ascribed to Vyāsa)	traditional	False	gretil-header | secondary:cleaned_skt-en-mono.txt | tradition	Conventional ascription to Vyāsa; genuinely an anonymous, redacted/composite Purāṇic compilation. Traditional, not secure.
SA_T02_n2908u	Balimālikā	anonymous/traditional	anonymous	anonymous	False	secondary:cleaned_Bendall_Catalogue... | secondary:cleaned_Buddhist Insight Wayman | secondary:cleaned_Tibetan Studies PIATS5	Anonymous Buddhist tantric bali ritual (52 sections, Vajrasattva). Tibetan rendering by Zhalu Lotsāva + Dīpaṃkara (translators, not authors). NOT a grammatical/Śaiva work despite GRETIL folder path.
SA_MB_kaalaanalatantraHK	Kālānalatantra	anonymous/traditional	anonymous	anonymous	False	web:muktabodha.org | edition-note | tradition	Anonymous Tantra (āgama/revelation framing). No named human author; no critical edition. Tradition would frame it as spoken by Śiva.
SA_T02_n2946u	Paribhāṣāvṛtti		anonymous	anonymous	False	gretil-header | secondary:cleaned_Tradition and Argument...Bronkhorst 2003 | secondary:cleaned_Language and Reality Bronkhorst 2011	Anonymous tantric paribhāṣā-vṛtti. Explicitly NOT the grammatical Paribhāṣāvṛtti of Vyāḍi/Puruṣottamadeva/Sīradeva (those are separate, named works). current_author was empty -> resolved to anonymous.
SA_MB_paramoksanirasakarikaHK	Sadyojyoti: Aṣṭaprakaraṇa — Paramokṣanirāsakārikā	Sadyojyoti(s)	Sadyojyoti (kārikā); Bhaṭṭa Rāmakaṇṭha (vṛtti/vyākhyā)	conflated	True	gretil-header | secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Root kārikās by Sadyojyoti (Śaiva Siddhānta); commentary (vṛtti) by Bhaṭṭa Rāmakaṇṭha. Current_author lists only Sadyojyoti, omitting the distinct commentator.
SA_K10_bsu008_u	Āryabuddhabalādhānaprātihāryavikurvāṇanirdeśanāma Mahāyānasūtra	anonymous/traditional	anonymous (canonical Mahāyāna sūtra)	anonymous	False	gretil-header	Anonymous canonical Mahāyāna sūtra preserved in Gilgit mss; traditionally buddhavacana, not authored by an individual.
SA_T02_nitkarpu	Nityakarmapūjāvidhi	anonymous/traditional	anonymous (Buddhist liturgical manual)	anonymous	False	gretil-header | web:none	Anonymous daily-worship ritual manual transmitted within Vajrayāna lineage; no compiler named in edition.
SA_MB_moksakarikaHK	Sadyojyoti: Aṣṭaprakaraṇa — Mokṣakārikā	Sadyojyoti(s)	Sadyojyoti (kārikā); Bhaṭṭa Rāmakaṇṭha (vṛtti)	conflated	True	secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt | secondary:cleaned_skt-en-mono.txt	Root kārikās by Sadyojyoti; vṛtti by Bhaṭṭa Rāmakaṇṭha (Moksakarikavrtti). Current_author omits the commentator; multi-author work.
SA_MB_T0274makutagamaHK	mukuṭāgama	anonymous/traditional (revealed scripture)	anonymous (revealed Śaiva āgama)	anonymous	False	tradition | secondary:none	Anonymous revealed Śaiva āgama; traditionally ascribed to Śiva, no historical author. No published critical edition.
SA_K12_n2922u	Amoghapāśakalparāja Part VII	anonymous/traditional	anonymous (canonical Buddhist kriyātantra)	anonymous	False	dsbc | web:https://en.wikipedia.org/wiki/Buddhist_tantric_literature	Anonymous canonical Mahāyāna/kriyā tantra; divine speakers (Avalokiteśvara, Vajrapāṇi) framed as source, not a human author. 'Part VII' is a modern editorial division of the serial Taishō Univ. transcription.
SA_GS41_surysidu	Sūryasiddhānta	anonymous/traditional (ascribed to a revelation by Sūrya, the Sun-god, to the asura Maya)	anonymous (traditionally revealed by Sūrya to Maya); Raṅganātha (commentary Gūḍhārthaprakāśaka)	conflated	True	gretil-header; web:https://www.exoticindiaart.com/book/details/suryasiddhanta-astronomical-principles-of-text-nab829/	Root verses anonymous (legendary divine revelation Sūrya->Maya); this edition bundles Raṅganātha's commentary Gūḍhārthaprakāśaka (AD 1603) — root vs commentary are distinct authors, hence conflated.
SA_MB_m.rtyunjayakalpaHK	Mṛtyuñjayakalpa	anonymous/traditional	anonymous	anonymous	False	web:https://www.abmantra.com/who-wrote-maha-mrityunjaya-mantra/; tradition	Anonymous ritual kalpa. Traditional ascriptions for the related mantra (Vasiṣṭha; Mārkaṇḍeya) belong to the mantra, not this kalpa manual; no author for the kalpa itself.
SA_K10_n552u	Āryābuddhabalādhānaprātihāryavikurvaṇanirdeśanāma mahāyānasūtra	anonymous/traditional	anonymous (Buddhavacana; Mahāyāna sūtra)	anonymous	False	secondary:reference-literature/cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt; gretil-header	Canonical Mahāyāna sūtra (Toh. 186), anonymous Buddhavacana; ed. Vaidya, studied by Schopen. source_url file is mislabeled (contains Daśabhūmika).
SA_T01_n905u	Vajradevīstotra	anonymous/traditional	anonymous	anonymous	False	gretil-header; secondary:reference-literature/cleaned_YOSHIZAKI_Newar Buddhism.txt	Buddhist hymn to the goddess Vajradevī; no author named in the stotra-saṃgraha edition or secondary literature. Anonymous.
SA_MB_dattatreyabodhaHK	Dattātreyabodha	anonymous/traditional (attributed to Dattātreya)	Dattātreya (legendary; pseudepigraphic ascription)	pseudepigraphic	False	web:https://en.wikipedia.org/wiki/Dattatreya; web:https://sanskritdocuments.org/iast/dattatreya/	Ascribed to the legendary/deified sage Dattātreya — a pseudepigraphic traditional attribution, not a historical author; actual composer anonymous.
SA_T01_n870u	Buddhastotra	anonymous/traditional	Ārya Nāgārjuna (per DSBC node); framed as Buddhavacana in colophon	uncertain	False	web:https://www.dsbcproject.org/canon-text/content/187/880	source_url resolves to Sattvārādhanagāthā (DSBC ascribes to Ārya Nāgārjuna; colophon frames as Buddha-spoken) — title mismatch with 'Buddhastotra'; ascription to Nāgārjuna is traditional/uncertain. Two competing framings (Nāgārjuna vs Buddhavacana) but a single nominal author, so not flagged as multi-author conflation.
SA_T02_vadhdhju	Vasudhārādhāraṇī 3 [Vasudhārādhāraṇīsūtra]	anonymous/traditional	anonymous (Buddhist sūtra/dhāraṇī, traditionally Buddhavacana)	anonymous	False	gretil-header	Manuscript colophon names scribe/patron (saṃvat 1695), not a composer. Traditionally Buddhavacana; no human author. Editor = Jaini (modern).
SA_MB_KaularahasyaHK	Kaularahasya	anonymous/traditional	anonymous (Kaula tantra, revealed Śiva–Devī dialogue)	anonymous	False	web:https://muktalib7.com/DL_CATALOG_ROOT/MUKTABODHA-LIBRARY-DEVANAGARI/kaularahasya-M00326-DEV.txt	Colophons name only the text, no composer. Dyczkowski = digitizer/editor, not author. Revealed-scripture genre.
SA_GK16_kavsuvr	Kāvyālaṃkāra-sūtra-vṛtti	Vāmana (NOT Bhāmaha; metadata author hint appears incorrect)	Vāmana (sūtra and svopajña vṛtti)	secure	False	gretil-header	Vāmana wrote both kārikā-sūtras and his own vṛtti (svopajña), so not a multi-author conflation. Metadata hint correct: Vāmana, not Bhāmaha.
SA_T01_n813u	Avalokiteśvarahayagrīvadhāraṇī	anonymous/traditional (canonical dhāraṇī)	anonymous (canonical Buddhist dhāraṇī, traditionally Buddhavacana)	anonymous	False	web:https://www.iranicaonline.org/articles/avalokitesvara-dharai-name-given-by-h/	Genre = canonical dhāraṇī, no composer; traditionally Buddhavacana. No colophon author available (DSBC, no printed edition).
SA_T01_n826u	Rūpastava	anonymous/traditional	anonymous (Buddhist stotra)	anonymous	False	gretil-header	No author named in the stotra collection; remains anonymous. Editor = Pāṇḍeya (modern, not composer).
SA_MB_vatulottaraHK	Vātulottarāgama (Vātulottara)	anonymous/traditional (revealed scripture)	anonymous (Śaivasiddhānta upāgama, revealed scripture)	anonymous	False	web:https://www.wisdomlib.org/definition/vatulottara	Revealed Śaiva āgama; no human composer. Traditional ascription = divine revelation (Sadāśiva), recorded separately not as authorship.
SA_T02_n1401u	Mahāmāyāsādhanopāyikā	anonymous/traditional (several sādhanas attributed to various siddhas)	various siddhas (Kukkuripa; Ratnākaraśānti; et al.) — compiled in Sādhanamālā	conflated	True	web:https://www.wisdomlib.org/definition/mahamaya | web:https://tibetanbuddhistencyclopedia.com/en/index.php?title=Mah%C4%81m%C4%81y%C4%81-tantra	Multiple distinct sādhanas under one title; one ascribed to Kukkuripa, another tradition to Ratnākaraśānti; gathered by Sādhanamālā compiler. Roles separated rather than left flatly 'anonymous'.
SA_K10_n269u	Āryatriratnānusmṛtisūtra	anonymous/traditional	anonymous (buddhavacana; traditionally word of the Buddha)	anonymous	False	web:https://encyclopediaofbuddhism.org/wiki/Sutra_of_Recollecting_the_Three_Jewels | web:https://www.rigpawiki.org/index.php?title=Noble_Sutra_of_Recalling_the_Three_Jewels	Anonymous canonical sūtra; traditional ascription to the Buddha (buddhavacana). Distinct from modern same-named sādhana.
SA_T01_n837u	Pīṭhastava	anonymous/traditional	anonymous (Buddhist stotra; unattributed in Bauddhastotrasaṃgraha)	anonymous	False	gretil-header | secondary:cleaned_skt-en-mono.txt (distinct Śaiva homonym)	Buddhist Pīṭhastava unattributed in its edition; no human author recoverable. Beware homonymous Śaiva Pīṭhastava (Śrīnātha) — not the same work.
SA_GK16_dkavy12u	Kāvyādarśa	Daṇḍin	Daṇḍin (ācārya Daṇḍin)	secure	False	gretil-header	Secure single authorship; colophons name ācārya Daṇḍin. (This GRETIL file covers Paricchedas 1-2 only.)
SA_K10_bsu026_u	Pratītyasamutpādamahāyānasūtra	anonymous/traditional	anonymous (Mahāyāna sūtra; traditionally buddhavacana)	anonymous	False	gretil-header	Anonymous Mahāyāna sūtra; traditional ascription to the Buddha (buddhavacana).
SA_MB_paraatantraHK	Paratantra (Parātantra)	anonymous/traditional	anonymous (Śākta Tantra / revealed āgama)	anonymous	False	web:https://cudl.lib.cam.ac.uk/view/MS-ADD-01477/1 | tradition	Śākta tantric scripture (āgama); anonymous/revealed, no human author. 'Paratantra' matches in secondary lit refer to the Yogācāra concept, not this text.
SA_MB_tattvatrayanirnayaHK	Sadyojyoti: Aṣṭaprakaraṇa — Tattvatrayanirṇaya	Sadyojyoti(s)	Sadyojyoti (kārikā/root text); Aghoraśiva (Aghoraśivācārya) (vṛtti/commentary)	conflated	True	secondary:cleaned_Ritual and Speculation in Early Tantrism. Studies in Honor of André Padoux_Teun Goudriaan, ed, 1992.txt	Root prakaraṇa by Sadyojyoti (early Śaiva Siddhānta exegete, c. 7th-8th c.); the edition conflates it with Aghoraśiva's (12th c.) vṛtti, a distinct later author. Roles must be separated.
SA_T01_n895u	Mahogratārāstuti	anonymous/traditional	anonymous	anonymous	False	gretil-header	No author in colophon or header; hymn to Mahogratārā. Genuinely anonymous; no traditional ascription recovered.
SA_T01_n822u	Narakoddhārastotra	anonymous/traditional	Nāgārjuna (traditional ascription; most likely pseudepigraphic)	pseudepigraphic	False	secondary:cleaned_Nagarjuna and the Philosophy of Openness_Nancy McCagney 1997.txt	Traditionally ascribed to Nāgārjuna in the stotra/stava corpus but judged spurious by modern scholarship (Lindtner's non-genuine list); the Sanskrit Bauddhastotrasaṃgraha text carries no internal author. Pseudepigraphic Nāgārjuna ascription, not secure.
SA_MB_tattvasamgrahaHK	Sadyojyoti: Aṣṭaprakaraṇa — Tattvasaṃgraha	Sadyojyoti(s)	Sadyojyoti (kārikā/root text); Aghoraśiva (commentary)	conflated	True	secondary:cleaned_Ritual and Speculation in Early Tantrism. Studies in Honor of André Padoux_Teun Goudriaan, ed, 1992.txt	Root text by Sadyojyoti; the printed Aṣṭaprakaraṇa conflates it with Aghoraśiva's later commentary. Separate the two roles.
SA_MB_naresvarapariiksaaHK	Sadyojyoti: Nareśvaraparīkṣā	Sadyojyoti(s)	Sadyojyoti (kārikā/treatise); Bhaṭṭa Rāmakaṇṭha (prakāśa/commentary)	conflated	True	secondary:cleaned_sanderson_Purity and power among brahmans.txt	Treatise by Sadyojyoti (c. 7th-8th c.); commentary (-prakāśa) by Bhaṭṭa Rāmakaṇṭha II (c. 950-1000), a distinct later author bundled in the edition. Roles separated.
SA_T01_n809u	Tārāstuti [Āryatārāstuti]	anonymous/traditional (several Tārā hymns; cf. Sarvajñamitra's Sragdharāstotra)	Ācārya Candradāsa	secure	False	gretil-header	Secure ascription to Ācārya Candradāsa. The current_author note wrongly conflates this with Sarvajñamitra's Sragdharāstotra (a different work, by a different Kashmiri author); they are distinct texts. Author resolved, not anonymous.
SA_GSP33_brasi	Brahmasiddhi	Maṇḍana Miśra	Maṇḍana Miśra	secure	False	gretil-header; secondary:cleaned_Encyclopedia of Indian Philosophies, Vol. 3 - Potter 1981.txt	Root text only in this e-text; no conflation. Commentary by Śaṅkhapāṇi exists but is not part of this file.
SA_GSP33_mndvivpu	Vibhramaviveka	Maṇḍana Miśra	Maṇḍana Miśra	secure	False	gretil-header; secondary:cleaned_Mandanamisra’s Vibhramaviveka…Indischen Irrtumslehre_Lambert Schmithausen,1965.txt	Short verse treatise on the theory of error; securely Maṇḍana's.
SA_GSP33_mbrahsiu	Brahmasiddhi	Maṇḍana Miśra	Maṇḍana Miśra	secure	False	gretil-header; secondary:cleaned_Encyclopedia of Indian Philosophies, Vol. 3 - Potter 1981.txt	Duplicate edition of the Brahmasiddhi root text; root text only, no commentary conflation.
SA_T11_bsa061_u	Santānāntarasiddhiṭīkā	Vinītadeva	Vinītadeva (ṭīkā); Dharmakīrti (kārikā/mūla)	conflated	True	gretil-header; secondary:cleaned_Buddhist proof for omniscience. ’Sarvajnasiddhi’ of Ratnakirti_Steven B. Goodman, 1989.txt; secondary:cleaned_Buddhist Logic. vol 2_Theodore Stcherbatsky, 1930, 1984.txt	Two distinct authors: root kārikā by Dharmakīrti, ṭīkā by Vinītadeva. current_author omits Dharmakīrti.
SA_GP12_lip_2__u	Liṅga-Purāṇa 2,1–55	anonymous/traditional (ascribed to Vyāsa)	anonymous (traditionally ascribed to Vyāsa)	anonymous	False	gretil-header	Anonymous compiled Purāṇa; traditional ascription to Vyāsa noted separately; narrated by Sūta/Mārkaṇḍeya.
SA_GSP31_yuktdipu	Yuktidīpikā	anonymous (sometimes conjecturally ascribed to a 'Rājan/Rāja')	anonymous (commentary on Īśvarakṛṣṇa's Sāṃkhyakārikā)	anonymous	False	gretil-header; secondary:cleaned_Foundations of Dharmakirti's Philosophy_John D. Dunne, 2004_OCR.txt; secondary:cleaned_Alambana-pariksa of Dignaga…_N. Aiyaswami Sastri, 1980.txt	Anonymous Sāṃkhya commentary; the verses commented on are Īśvarakṛṣṇa's but those are not part of this commentary text.
SA_K12_n2990u	Āryaśrīgrahamātṛkā nāma dhāraṇī	anonymous/traditional	anonymous (canonical dhāraṇī; traditionally Buddha-spoken)	anonymous	False	gretil-header	Anonymous Buddhist dhāraṇī; only modern digitizers named. Traditional ascription is Buddhavacana (frame device), not a historical author.
SA_T15_n1144u	Nītiśāstra	attributed to Masūrākṣa / Nāgārjuna (traditional, uncertain)	Masūrākṣa (compiler of the nīti verses)	disputed	True	secondary:cleaned_Taranatha's History of Buddhism in India_Debiprasad Chattopadhyaya, 1990.txt | web:https://encyclopediaofbuddhism.org/wiki/N%C4%ABti%C5%9B%C4%81stra_of_Mas%C5%ABr%C4%81k%E1%B9%A3a	Compiler is Masūrākṣa (colophon Masurakṣa-nīti), gathering verses from earlier śāstras. The Nāgārjuna alternative is a conflation with the distinct Nāgārjuna-nīti tradition; demoted to low confidence.
SA_K12_sarvttsu	Sarvatathāgatatattvasaṅgraha [Sarvatathāgatatattvasaṃgraha]	anonymous/traditional	anonymous (compiled yoga-tantra; traditionally Buddha-spoken)	anonymous	False	gretil-header | secondary:cleaned_Davidson_Indian Esoteric Buddhism.txt	Anonymous root yoga-tantra (compiled ~7th c., Chinese tr. 726 CE). Frame is Buddhavacana; commentators (Śākyamitra, Ānandagarbha) are distinct and not conflated into this root edition.
SA_T02_vadhdhgu	Vasudhārādhāraṇī 2 [Sucandragṛhapatiparipṛcchā/Sucandrāvadāna]	anonymous/traditional	anonymous (Gilgit dhāraṇī-sūtra; traditionally Buddha-spoken)	anonymous	False	gretil-header	Anonymous Mahāyāna dhāraṇī-sūtra known via Gilgit MS; colophon lost ('End of manuscript missing'). Editors/identifiers are modern (Wille, Harrison).
SA_T13_bghsic_u	Siddhārthacaritrakāvya	Buddhaghoṣa (Buddhaghoṣa Thera, modern Sri Lankan author)	Buddhaghoṣa (medieval South Indian poet; namesake, NOT the Pali commentator nor a modern author)	disputed	True	gretil-header | web:https://www.academia.edu/27378019 | secondary:cleaned_Life and Work of Buddhaghosa_Bimala Charan Law,1923.txt	Conflates THREE distinct Buddhaghoṣas: (1) medieval Sanskrit poet 'Buddhaghoṣācārya' who actually wrote this Padyacūḍāmaṇi (~9th–10th c., S. India); (2) the 5th-c. Pali commentator (a namesake, NOT the poet); (3) the supposed 'modern Sri Lankan author' in current_author (incorrect). Real author = the medieval Sanskrit poet, otherwise unidentified.
SA_K12_tarb108u	Tārābhaṭṭārikānāmāṣṭottaraśatakastotra	anonymous/traditional	anonymous (108-names stotra; traditionally Buddha-spoken, revealed via Avalokiteśvara)	anonymous	False	gretil-header	Anonymous Tārā nāma-stotra; colophon declares it Buddha-spoken (buddhaparibhāṣita), internal speaker Avalokiteśvara. No historical author.
SA_T01_tarasdhu	Tārāsragdharāstotra	Sarvajñamitra (of Kashmir)	Sarvajñamitra	secure	False	secondary:cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt; secondary:cleaned_In Praise of Tara_Martin Willson 1992.txt	Single-author Kāvya hymn (37 verses) to Tārā by the Kashmiri poet Sarvajñamitra; secure traditional+scholarly attribution. The medieval Sanskrit commentary (Vidyabhusana's ed.) is a separate later text not included here.
SA_GSP32_vaissutika	Vaiśeṣikasūtraṭīkā	Candrānanda	Candrānanda (vṛtti/ṭīkā); Kaṇāda (sūtra)	conflated	True	gretil-header; secondary:cleaned_Philosophy in Classical India_Jonardon Ganeri, 2001.txt; secondary:cleaned_Logic, language, and reality_Matilal, 1990.txt	Title labels only the ṭīkā (Candrānanda) but the work conflates two distinct authors: the root Vaiśeṣikasūtra of Kaṇāda and the vṛtti of Candrānanda. Candrānanda is the genuine commentator; Kaṇāda is the legendary/founding sūtrakāra.
SA_MB_candrajnanagamaHK	Candrajñānāgama (Candrajñāna)	anonymous/traditional (revealed scripture)	anonymous (revealed Śaiva āgama; traditionally proclaimed by Śiva)	anonymous	False	web:https://www.wisdomlib.org/definition/candrajnanagama; tradition	Revealed (apauruṣeya in tradition) Śaiva Siddhānta āgama; no human author. Traditional ascription = revelation of Śiva. Note: in some lists 'Candrajñāna' is also cited as a Kāpālika/non-Saiddhāntika śāstra (Encyclopedia of Tantra), but the IFP/Muktabodha text is the Saiddhāntika pratiṣṭhā-āgama.
SA_K12_grahmdhu	Grahamātṛkānāmadhāraṇī	anonymous/traditional	anonymous (buddhavacana; spoken by Śākyamuni)	anonymous	False	gretil-header (dsbc); tradition	Canonical dhāraṇī treated as the Buddha's word; genuinely anonymous, no human author. Traditional ascription = revelation by Śākyamuni.
SA_MB_yogapiithakramodayaHK	Yogapīṭhakramodaya	anonymous/traditional	anonymous (tantric krama text)	anonymous	False	tradition	No attestation of a named author found in any of the three source streams; treated as anonymous tantric krama/maṇḍala manual. Confidence medium only because the work itself could not be directly located/verified.
SA_T05_nagsaliu	Śālistambakamahāyānasūtraṭīkā [Āryaśālistambakamahāyānasūtraṭīkā]	attributed to Nāgārjuna (disputed)	Nāgārjuna (attributed, disputed)	disputed	False	gretil-header; secondary:cleaned_Jewels of the Middle Way_James B Apple, 2019.txt; secondary:cleaned_Indian Buddhism_Nakamura, 1980.txt	Colophon names Nāgārjuna, but the Nāgārjuna ascription is scholarly-disputed (pseudo-Nāgārjuna of the Madhyamaka stotra/commentary corpus); a different Śālistamba commentary is by Kamalaśīla. Surviving only via Tibetan; Sanskrit retranslated. Single ascribed author, so no conflation flag.
SA_K10_ahovcs_u	Ahorātravratacaityasevānuśaṃsāvadāna	anonymous/traditional	anonymous	anonymous	False	gretil-header	Anonymous avadāna. 'Vasubandhu' inside the text is a frame-narrator (sage instructing the king), NOT the author; do not attribute to the Yogācāra master Vasubandhu.
SA_T14_n1279u	Ātreyatilaka		anonymous	uncertain	False	web:https://www.dsbcproject.org/	Obscure title, no edition and no retrievable e-text content; author genuinely unknown. Recorded uncertain (no author invented).
SA_T01_n885u	Kamalākarasarvatathāgatastotra	anonymous/traditional (possibly composed/transmitted by a 'Kamalākara')	anonymous	anonymous	False	gretil-header	Reject the speculative reading of 'Kamalākara' as the author's name; it belongs to the stotra's title/imagery. Treat as anonymous Buddhist stotra. (Distinct from the 17th-c. dharmaśāstra writer Kamalākara Bhaṭṭa.)
SA_GK20_bhveni_u	Veṇīsaṃhāra	Bhaṭṭanārāyaṇa	Bhaṭṭanārāyaṇa	secure	False	gretil-header	Secure. Author self-named in the prologue. Jagaddhara is a separate later commentator (not part of this root-text record).
SA_K12_madadh_u	Mahādaṇḍadhāraṇīśītavatī	anonymous/traditional	anonymous	anonymous	False	secondary:cleaned_Gergely_Mahā-Daṇḍadhāraṇī-Śītavatī_A Buddhist Apotropaic Scripture.txt	Anonymous canonical dhāraṇī/sūtra; Buddhavacana frame, no historical author.
SA_GS41_bijaganu	Bījagaṇita	Bhāskara (Bhāskara II / Bhāskarācārya)	Bhāskara II (Bhāskarācārya)	secure	False	gretil-header	Secure: root Bījagaṇita by Bhāskara II (c. 1150). Commentaries (e.g. Sūryadāsa's Sūryaprakāśa, Kṛṣṇa Daivajña's Bījapallava) are separate works, not part of this record.
SA_GR13_kirtc_pu	Kiraṇatantra	anonymous/traditional (revealed scripture)	anonymous (tantra root); Bhaṭṭa Rāmakaṇṭha (vṛtti)	conflated	True	gretil-header; secondary:cleaned_Self's Awareness of Itself Bhatta Ramakantha's Arguments Against the Buddhist Doctrine of No-Self_Alex Watson, 2006.txt	Current record marks only the anonymous scripture; the e-text in fact conflates the anonymous tantra (root) with Rāmakaṇṭha's named vṛtti. Root = revealed/anonymous; commentary = Bhaṭṭa Rāmakaṇṭha (c. 950-1000 CE), son of Nārāyaṇakaṇṭha.
SA_GK19_maghspvu	Śiśupālavadha	Māgha	Māgha	secure	False	gretil-header	Edition citation mentions Mallinātha's Sarvaṅkaṣā commentary, but the GRETIL e-text contains only Māgha's verses; no commentator conflation in the actual text. Single secure author.
SA_T01_n806u	Tārānamaskāraikaviṃśatistotra [Āryatārānamaskāraikaviṃśatistotra]	anonymous/traditional (presented as words of the Buddha; Vairocana/Kriyātantra)	anonymous (traditionally buddhabhāṣita; ascribed to Vairocana)	traditional	False	gretil-header; web:https://www.lotsawahouse.org/words-of-the-buddha/twenty-one-tara-praise	No human author; traditional ascription = buddhabhāṣita / Vairocana per colophon. Not anonymous-unknown but traditional scriptural attribution; matches current record.
SA_GSP28_mimslovu	Mīmāṃsāślokavārttika	Kumārila Bhaṭṭa	Kumārila Bhaṭṭa (vārttika); Sucaritamiśra (Kāśikā ṭīkā)	conflated	True	gretil-header; secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Root vārttika = Kumārila Bhaṭṭa (secure). E-text conflates it with Sucaritamiśra's Kāśikā ṭīkā (edition field wrongly says Pārthasārathi's Nyāyaratnākara). Two distinct authors present in the file.
SA_T09_gopjatmu	Jātakamālā [Ajātaśatrvavadāna]	Gopadatta	Gopadatta	secure	False	gretil-header; secondary:cleaned_Tatelman_The Legend of the Buddha's Wife in the Bhadrakalpāvadāna.txt	File compiles multiple Gopadatta stories edited by DIFFERENT modern editors (Hahn, Handurukande, Klaus) but all by the single ancient author Gopadatta — multi-editor, not multi-author. No conflation of ancient authorship.
SA_GS41_lilavatu	Līlāvatī	Bhāskara II (Bhāskarācārya)	Bhāskara II (Bhāskarācārya)	secure	False	gretil-header; secondary:cleaned_History of Civilization of Central Asia. V. Sixteenth to the mid-nineteenth century.txt	Commentators (Gaṇeśa, Mahīdhara, Śaṅkara) are sources of the edition only; root Līlāvatī e-text is single-author Bhāskara II. Secure attribution.
SA_MB_kaamadhenutantraHK	Kāmadhenutantra	anonymous/traditional	anonymous	anonymous	False	secondary:cleaned_explaining mantras and the efficacy of ritual.txt; web:https://www.wisdomlib.org/definition/kamadhenutantra	Anonymous revealed Tantra; no human composer. Traditionally buddha/Śiva-vacana style (uttered by Śiva). Printed Allahabad ed. lacks ch. 22 and most of 23.
SA_MB_nisvaasakaarikaatantram1HK	Niśvāsakārikā	anonymous/traditional	anonymous	anonymous	False	secondary:cleaned_Sanderson_The Śaiva Age.txt; secondary:cleaned_Sinister Yogis_David Gordon White, 2009.txt	Anonymous early Śaiva tantra; part of Niśvāsatattvasaṃhitā corpus. No author named; revealed (Śiva-uttered) scripture.
SA_K12_n2920u	Amoghapāśakalparāja Part VI	anonymous/traditional	anonymous	anonymous	False	gretil-header (dsbc); secondary:cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Anonymous Mahāyāna/Kriyā Buddhist scripture, presented as buddhavacana. Chinese transl. by Ratnacinta (639 CE) attests early circulation but Sanskrit text itself is anonymous. Title labeled Part VI; edition is Kimura Takayasu et al. transcription.
SA_GK19_bahcar1u	Harṣacarita	Bāṇa (Bāṇabhaṭṭa)	Bāṇabhaṭṭa (Bāṇa)	secure	False	gretil-header; secondary:cleaned_Sanderson_Hindu tantric chaplains.txt	Secure single-author kāvya by Bāṇabhaṭṭa (7th c., court of Harṣa). Print edition pairs it with Śaṅkara's 'Saṅketa' commentary (a distinct, later author), but the GRETIL e-text is root text only — no conflation in this e-text.
SA_T01_n853u	Mañjuśrīnāmāṣṭottaraśatakastotra [Āryamañjuśrīnāmāṣṭottaraśatakastotra]	anonymous/traditional	anonymous	anonymous	False	gretil-header; secondary:none-specific	Anonymous Buddhist stotra (108 names of Mañjuśrī). Not to be confused with the Mañjuśrīnāmasaṃgīti. Traditionally devotional, no named human author.
SA_MB_siddhilak.smii-aramikaHK	Siddhilakṣmī Ārāmika	anonymous/traditional (Newar Sarvāmnāya milieu)	anonymous	anonymous	False	web:https://www.vimarshafoundation.org/post/siddhilakṣmī-and-nepalese-sarvāmnāya-tantra	Anonymous Newar Sarvāmnāya (Śākta) text in the Siddhilakṣmī/Kālīkrama tradition. No named author located; some Sarvāmnāya works are linked to figures like Mukundarāja or royal compilers (e.g. Jitāmitramalla, Pratāp Siṅgh Śāh) but none specifically attached to this title.
